name,category,slot,use,set,tier,craft_role,crafting,resource_info,mining_info,theme,pack,slug,url
"Quantum Helmet","set-piece","head","Head set-piece — improves detection & resists headshots.","Tactical","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","Mining safety / utility gear.","Tactical Set — Legendary","tactical-legendary","quantum-helmet","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/quantum-helmet.png"
"Holo Crown","set-piece","head","Head set-piece — commander aura buffs nearby allies.","Tactical","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","holo-crown","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/holo-crown.png"
"Shadow Mask","set-piece","head","Head set-piece — filters toxic air for survival.","Tactical","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","shadow-mask","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/shadow-mask.png"
"Neural Crown","set-piece","head","Head set-piece — commander aura buffs nearby allies.","Tactical","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","neural-crown","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/neural-crown.png"
"Elite Beret","set-piece","head","Head set-piece — improves detection & resists headshots.","Tactical","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","elite-beret","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/elite-beret.png"
"Void Walkers","set-piece","feet","Feet set-piece — grants leap / hover / dash mobility.","Tactical","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","void-walkers","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/void-walkers.png"
"Quantum Boosters","set-piece","feet","Feet set-piece — grants leap / hover / dash mobility.","Tactical","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","quantum-boosters","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/quantum-boosters.png"
"Grav Cleats","set-piece","feet","Feet set-piece — grants leap / hover / dash mobility.","Tactical","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","grav-cleats","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/grav-cleats.png"
"Shock Titans","set-piece","feet","Feet set-piece — surface grip — stability on any terrain.","Tactical","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","shock-titans","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/shock-titans.png"
"Plasma Striders","set-piece","feet","Feet set-piece — grants leap / hover / dash mobility.","Tactical","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","plasma-striders","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/plasma-striders.png"
"Plasma Cannon","weapon","weapon","Firearm — primary ranged weapon.","Tactical","legendary","craftable recipe (legendary)","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","plasma-cannon","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/plasma-cannon.png"
"Quantum Pistol","weapon","weapon","Sidearm — fast-draw backup gun.","Tactical","legendary","craftable recipe (legendary)","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","quantum-pistol","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/quantum-pistol.png"
"Void Grenade","throwable","","Throwable — AoE blast on impact.","Tactical","legendary","craftable ordnance","Ordnance — crafted at an Explosives Bench from a casing + charge.","Single-use — consumed on use.","—","Tactical Set — Legendary","tactical-legendary","void-grenade","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/void-grenade.png"
"Energy Blade","weapon","weapon","Melee weapon — close-quarters strikes.","Tactical","legendary","craftable recipe (legendary)","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","energy-blade","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/energy-blade.png"
"Rail Cannon","weapon","weapon","Firearm — primary ranged weapon.","Tactical","legendary","craftable recipe (legendary)","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","rail-cannon","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/rail-cannon.png"
"Plasma Bolt","projectile","","Energy projectile — heavy plasma round.","","","craftable ammo","Ammo — crafted in batches at an Ammo Bench.","Consumed per shot — keep a reserve stocked.","—","Projectiles & Combat FX","projectiles-fx","plasma-bolt","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/plasma-bolt.png"
"Energy Beam","projectile","","Sustained beam — continuous energy damage.","","","craftable ammo","Ammo — crafted in batches at an Ammo Bench.","Consumed per shot — keep a reserve stocked.","—","Projectiles & Combat FX","projectiles-fx","energy-beam","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/energy-beam.png"
"Rail Slug","projectile","","Railgun slug — armor-piercing kinetic round.","","","craftable ammo","Ammo — crafted in batches at an Ammo Bench.","Consumed per shot — keep a reserve stocked.","—","Projectiles & Combat FX","projectiles-fx","rail-slug","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/rail-slug.png"
"Photon Lance","projectile","","Piercing light beam — hits all in a line.","","","craftable ammo","Ammo — crafted in batches at an Ammo Bench.","Consumed per shot — keep a reserve stocked.","—","Projectiles & Combat FX","projectiles-fx","photon-lance","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/photon-lance.png"
"Arc Discharge","effect","","Chain lightning — arcs between nearby enemies.","","","weapon / ability FX (not craftable)","Weapon / ability visual effect — emitted on fire or hit, not crafted.","—","Demolition — clears rock fast for mining.","Projectiles & Combat FX","projectiles-fx","arc-discharge","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/arc-discharge.png"
"Rocket Trail","projectile","","Explosive rocket — AoE damage on impact.","","","craftable ammo","Ammo — crafted in batches at an Ammo Bench.","Consumed per shot — keep a reserve stocked.","—","Projectiles & Combat FX","projectiles-fx","rocket-trail","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/rocket-trail.png"
"Grenade","throwable","","Throwable — AoE blast on impact.","","","craftable ordnance","Ordnance — crafted at an Explosives Bench from a casing + charge.","Single-use — consumed on use.","—","Projectiles & Combat FX","projectiles-fx","grenade","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/grenade.png"
"Cluster Bomb","throwable","","Cluster munition — scatters submunitions.","","","craftable ordnance","Ordnance — crafted at an Explosives Bench from a casing + charge.","Single-use — consumed on use.","—","Projectiles & Combat FX","projectiles-fx","cluster-bomb","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/cluster-bomb.png"
"Flare Round","projectile","","Incendiary round — marks & burns the target.","","","craftable ammo","Ammo — crafted in batches at an Ammo Bench.","Consumed per shot — keep a reserve stocked.","—","Projectiles & Combat FX","projectiles-fx","flare-round","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/flare-round.png"
"EMP Pulse","effect","","EMP burst — disables electronics & shields.","","","weapon / ability FX (not craftable)","Weapon / ability visual effect — emitted on fire or hit, not crafted.","—","—","Projectiles & Combat FX","projectiles-fx","emp-pulse","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/emp-pulse.png"
"Ion Cannon Shot","projectile","","Heavy ion blast — big single-target hit.","","","craftable ammo","Ammo — crafted in batches at an Ammo Bench.","Consumed per shot — keep a reserve stocked.","—","Projectiles & Combat FX","projectiles-fx","ion-cannon-shot","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/ion-cannon-shot.png"
"Quantum Torpedo","projectile","","Homing torpedo — heavy tracking ordnance.","","","craftable ammo","Ammo — crafted in batches at an Ammo Bench.","Consumed per shot — keep a reserve stocked.","—","Projectiles & Combat FX","projectiles-fx","quantum-torpedo","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/quantum-torpedo.png"
"Gravity Orb","effect","","Gravity well — pulls enemies together.","","","weapon / ability FX (not craftable)","Weapon / ability visual effect — emitted on fire or hit, not crafted.","—","—","Projectiles & Combat FX","projectiles-fx","gravity-orb","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/gravity-orb.png"
"Nano Swarm","effect","","Nanite cloud — damage-over-time area.","","","weapon / ability FX (not craftable)","Weapon / ability visual effect — emitted on fire or hit, not crafted.","—","—","Projectiles & Combat FX","projectiles-fx","nano-swarm","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/nano-swarm.png"
"Fusion Core","power","","High-energy core — ammo / power source.","","","craftable power","Crafted from cells / fuel; powers nearby machines.","Energy resource — consumed as fuel by machines.","Mineable deposit — drops raw resources when mined.","Projectiles & Combat FX","projectiles-fx","fusion-core","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/fusion-core.png"
"Muzzle Flash","effect","","Muzzle flash — fired-shot visual effect.","","","weapon / ability FX (not craftable)","Weapon / ability visual effect — emitted on fire or hit, not crafted.","—","—","Projectiles & Combat FX","projectiles-fx","muzzle-flash","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/muzzle-flash.png"
"Bullet Casing","material","","Spent casing — salvage scrap for crafting.","","","gathered material","Gathered or salvaged, not crafted; used as a crafting ingredient.","Rare material — high-value crafting / upgrade; stack 16.","—","Projectiles & Combat FX","projectiles-fx","bullet-casing","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/bullet-casing.png"
"Tracer Round","projectile","","Tracer — glowing visible bullet trail.","","","craftable ammo","Ammo — crafted in batches at an Ammo Bench.","Consumed per shot — keep a reserve stocked.","—","Projectiles & Combat FX","projectiles-fx","tracer-round","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/tracer-round.png"
"Shockwave Ring","effect","","Shockwave — knockback AoE pulse.","","","weapon / ability FX (not craftable)","Weapon / ability visual effect — emitted on fire or hit, not crafted.","—","—","Projectiles & Combat FX","projectiles-fx","shockwave-ring","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/shockwave-ring.png"
"Laser Sight","attachment","weapon","Weapon attachment — tightens accuracy.","","","craftable attachment","Weapon attachment — crafted at a Weapons Bench, slots onto a gun.","—","—","Projectiles & Combat FX","projectiles-fx","laser-sight","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/laser-sight.png"
"Missile Lock","effect","","Lock-on reticle — enables homing fire.","","","weapon / ability FX (not craftable)","Weapon / ability visual effect — emitted on fire or hit, not crafted.","—","—","Projectiles & Combat FX","projectiles-fx","missile-lock","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/missile-lock.png"
"Homing Missile","projectile","","Guided missile — tracks the locked target.","","","craftable ammo","Ammo — crafted in batches at an Ammo Bench.","Consumed per shot — keep a reserve stocked.","—","Projectiles & Combat FX","projectiles-fx","homing-missile","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/homing-missile.png"
"Vortex Blast","effect","","Vortex — spiraling AoE pull + damage.","","","weapon / ability FX (not craftable)","Weapon / ability visual effect — emitted on fire or hit, not crafted.","—","Demolition — clears rock fast for mining.","Projectiles & Combat FX","projectiles-fx","vortex-blast","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/vortex-blast.png"
"Crystal Spike","projectile","","Crystal shard — piercing spike projectile.","","","craftable ammo","Ammo — crafted in batches at an Ammo Bench.","Consumed per shot — keep a reserve stocked.","—","Projectiles & Combat FX","projectiles-fx","crystal-spike","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/projectiles-fx/crystal-spike.png"
